,string,x,y
8238,move seventy-five to the left and then go up  fifteen,-75,15
8239,move eight to the left and then go up  seventy-eight,-8,78
8240,move sixty-five to the left and then go up  thirty-six,-65,36
8241,move nine to the left and then go up  eighty-seven,-9,87
8242,move eighty-two to the left and then go up  ninety-two,-82,92
8243,move ninety-two to the left and then go up  eighty-four,-92,84
8244,move twenty-four to the left and then go up  thirty-three,-24,33
8245,move seventy-five to the left and then go up  eighty-one,-75,81
8246,move eighteen to the left and then go up  forty-four,-18,44
8247,move sixty-four to the left and then go up  sixty-six,-64,66
8248,move fifty-six to the left and then go up  two,-56,2
8249,move forty-five to the left and then go up  eighty-four,-45,84
8250,move ninety-eight to the left and then go up  seventy-five,-98,75
8251,move seventy-seven to the left and then go up  one hundred,-77,100
8252,move fifty-eight to the left and then go up  fifty-four,-58,54
8253,move eighty-seven to the left and then go up  eighty-seven,-87,87
8254,move thirty-seven to the left and then go up  seventy-five,-37,75
8255,move fourteen to the left and then go up  sixty-seven,-14,67
8256,move eighty-five to the left and then go up  seventy-seven,-85,77
8257,move fourteen to the left and then go up  seventy-seven,-14,77
8258,move sixty to the left and then go up  thirty-five,-60,35
8259,move fifty to the left and then go up  ninety,-50,90
8260,move seventy to the left and then go up  sixty-six,-70,66
8261,move twenty-five to the left and then go up  fifty-seven,-25,57
8262,move fifteen to the left and then go up  ninety-three,-15,93
8263,move forty-seven to the left and then go up  fifty-two,-47,52
8264,move thirty-six to the left and then go up  thirty-five,-36,35
8265,move eighty to the left and then go up  sixty-two,-80,62
8266,move twelve to the left and then go up  forty-five,-12,45
8267,move eighty-six to the left and then go up  ninety-six,-86,96
8268,move twenty-two to the left and then go up  seventy-six,-22,76
8269,move fourteen to the left and then go up  thirty-four,-14,34
8270,move fifty to the left and then go up  eight,-50,8
8271,move forty-four to the left and then go up  forty-eight,-44,48
8272,move ninety-one to the left and then go up  thirty,-91,30
8273,move one hundred to the left and then go up  sixty,-100,60
8274,move forty-eight to the left and then go up  seventy-two,-48,72
8275,move fourteen to the left and then go up  seventy-seven,-14,77
8276,move nine to the left and then go up  eighty-eight,-9,88
8277,move seventy-one to the left and then go up  eleven,-71,11
8278,move fifty to the left and then go up  ninety-nine,-50,99
8279,move seventy-six to the left and then go up  fifty-four,-76,54
8280,move ninety to the left and then go up  ninety-eight,-90,98
8281,move sixty-four to the left and then go up  seventy-nine,-64,79
8282,move eighty-four to the left and then go up  twelve,-84,12
8283,move fifty-four to the left and then go up  fifty-six,-54,56
8284,move ten to the left and then go up  twenty-nine,-10,29
8285,move forty-eight to the left and then go up  seventy-four,-48,74
8286,move thirty-seven to the left and then go up  twenty-four,-37,24
8287,move twenty-four to the left and then go up  one hundred,-24,100
8288,move fifty to the left and then go up  four,-50,4
8289,move sixty-two to the left and then go up  eighty,-62,80
8290,move fifty-two to the left and then go up  thirty-six,-52,36
8291,move sixty-six to the left and then go up  eleven,-66,11
8292,move forty-eight to the left and then go up  twenty-eight,-48,28
8293,move ten to the left and then go up  eight,-10,8
8294,move twenty-one to the left and then go up  seventeen,-21,17
8295,move ninety-nine to the left and then go up  ninety-eight,-99,98
8296,move thirty-eight to the left and then go up  fifty,-38,50
8297,move forty-one to the left and then go up  eighty-three,-41,83
8298,move eighty-seven to the left and then go up  eighty-four,-87,84
8299,move thirty-four to the left and then go up  fifty-six,-34,56
8300,move eight to the left and then go up  seventy-one,-8,71
8301,move seven to the left and then go up  ninety-one,-7,91
8302,move seventy to the left and then go up  three,-70,3
8303,move eighty-six to the left and then go up  ninety-five,-86,95
8304,move thirty-six to the left and then go up  twenty-nine,-36,29
8305,move sixty-one to the left and then go up  ninety-five,-61,95
8306,move twelve to the left and then go up  sixty-six,-12,66
8307,move seventy-six to the left and then go up  sixty-two,-76,62
8308,move three to the left and then go up  forty-two,-3,42
8309,move seventy-five to the left and then go up  sixty-one,-75,61
8310,move seventy-five to the left and then go up  six,-75,6
8311,move sixty-six to the left and then go up  forty-nine,-66,49
8312,move eighty-three to the left and then go up  seven,-83,7
8313,move four to the left and then go up  fifty-six,-4,56
8314,move eighty-eight to the left and then go up  forty-seven,-88,47
8315,move thirteen to the left and then go up  fifty-nine,-13,59
8316,move forty to the left and then go up  sixty,-40,60
8317,move forty-nine to the left and then go up  twenty-five,-49,25
8318,move one hundred to the left and then go up  forty-one,-100,41
8319,move seventy-six to the left and then go up  thirty-six,-76,36
8320,move thirty-one to the left and then go up  ninety-four,-31,94
8321,move fifty-one to the left and then go up  fifteen,-51,15
8322,move forty-seven to the left and then go up  seventy-nine,-47,79
8323,move seventy-four to the left and then go up  ninety-two,-74,92
8324,move sixty-nine to the left and then go up  sixty-eight,-69,68
8325,move ninety-five to the left and then go up  seventy-one,-95,71
8326,move fifty-eight to the left and then go up  fifty-one,-58,51
8327,move sixty-one to the left and then go up  eighty-one,-61,81
8328,move one hundred to the left and then go up  seventy-three,-100,73
8329,move ninety-nine to the left and then go up  seventy-six,-99,76
8330,move fifty-three to the left and then go up  sixteen,-53,16
8331,move eighty-seven to the left and then go up  twelve,-87,12
8332,move nineteen to the left and then go up  twenty,-19,20
8333,move fifty-six to the left and then go up  twenty-five,-56,25
8334,move ninety-six to the left and then go up  eight,-96,8
8335,move forty to the left and then go up  fifty-eight,-40,58
8336,move sixteen to the left and then go up  fifty-seven,-16,57
8337,move one hundred to the left and then go up  fifty-two,-100,52
8338,move seventy-three to the left and then go up  fifteen,-73,15
8339,move thirty-four to the left and then go up  forty-five,-34,45
8340,move twenty-eight to the left and then go up  eighty-three,-28,83
8341,move eighty-two to the left and then go up  sixty-seven,-82,67
8342,move fifty-two to the left and then go up  forty-seven,-52,47
8343,move ninety-three to the left and then go up  eleven,-93,11
8344,move eighty-three to the left and then go up  forty-three,-83,43
8345,move fifty-nine to the left and then go up  sixteen,-59,16
8346,move twenty-three to the left and then go up  sixty-six,-23,66
8347,move seventy-eight to the left and then go up  eighty-one,-78,81
8348,move thirty to the left and then go up  eighty,-30,80
8349,move three to the left and then go up  forty-six,-3,46
8350,move twenty to the left and then go up  twenty-five,-20,25
8351,move ninety-eight to the left and then go up  ninety,-98,90
8352,move sixteen to the left and then go up  twenty-nine,-16,29
8353,move eight to the left and then go up  seventy-nine,-8,79
8354,move fifty-six to the left and then go up  forty-three,-56,43
8355,move twenty-three to the left and then go up  eighty-five,-23,85
8356,move forty-five to the left and then go up  nine,-45,9
8357,move seventy to the left and then go up  seventy-eight,-70,78
8358,move ninety-eight to the left and then go up  eighteen,-98,18
8359,move eighty-four to the left and then go up  sixty-five,-84,65
8360,move twelve to the left and then go up  fifty,-12,50
8361,move twelve to the left and then go up  thirteen,-12,13
8362,move thirty-five to the left and then go up  sixty-eight,-35,68
8363,move eighty-one to the left and then go up  one,-81,1
8364,move twenty-two to the left and then go up  eleven,-22,11
8365,move forty-two to the left and then go up  eighty-eight,-42,88
8366,move seventy to the left and then go up  thirty-five,-70,35
8367,move seventy-seven to the left and then go up  thirty-nine,-77,39
8368,move one hundred to the left and then go up  sixty-eight,-100,68
8369,move ninety-five to the left and then go up  sixty-two,-95,62
8370,move fifty-nine to the left and then go up  thirty-seven,-59,37
8371,move sixty to the left and then go up  ninety-four,-60,94
8372,move eighty to the left and then go up  forty-five,-80,45
8373,move thirty-four to the left and then go up  ninety-nine,-34,99
8374,move thirty-four to the left and then go up  ten,-34,10
8375,move ninety to the left and then go up  ninety-six,-90,96
8376,move fifteen to the left and then go up  fifty-two,-15,52
8377,move thirty-four to the left and then go up  four,-34,4
8378,move eighty-five to the left and then go up  fifty-four,-85,54
8379,move twelve to the left and then go up  seventy-three,-12,73
8380,move ninety-seven to the left and then go up  nine,-97,9
8381,move eighty to the left and then go up  fifty-five,-80,55
8382,move forty-nine to the left and then go up  sixty,-49,60
8383,move seventy-three to the left and then go up  sixty-seven,-73,67
8384,move two to the left and then go up  seventy-seven,-2,77
8385,move thirty-three to the left and then go up  sixty-three,-33,63
8386,move five to the left and then go up  fifty,-5,50
8387,move sixty-six to the left and then go up  forty-seven,-66,47
8388,move twenty-eight to the left and then go up  forty-nine,-28,49
8389,move five to the left and then go up  fifty-three,-5,53
8390,move sixty-one to the left and then go up  ninety-four,-61,94
8391,move thirty-seven to the left and then go up  sixty-one,-37,61
8392,move fifty-three to the left and then go up  ten,-53,10
8393,move twelve to the left and then go up  six,-12,6
8394,move five to the left and then go up  six,-5,6
8395,move twenty-five to the left and then go up  eighty-four,-25,84
8396,move fifty-four to the left and then go up  ninety,-54,90
8397,move sixty-two to the left and then go up  forty-eight,-62,48
8398,move seventy-three to the left and then go up  eighty-eight,-73,88
